Dim1	Dim2	Dataset		
X9.173	4.29739351	-7.489890877	rna	Radial glia_Fabp7 high(Fetal_Brain)
X10.173	7.875431249	8.641142067	rna	Radial glia_Fabp7 high(Fetal_Brain)
X11.173	6.888389299	-8.819805924	rna	Radial glia_Fabp7 high(Fetal_Brain)
X12.173	3.755864332	-7.326896015	rna	Radial glia_Fabp7 high(Fetal_Brain)
X13.173	-4.967814734	-6.674033943	rna	Radial glia_Fabp7 high(Fetal_Brain)
X14.173	3.868794391	-7.398229901	rna	Radial glia_Fabp7 high(Fetal_Brain)
X15.173	-1.331444552	-6.270102326	rna	Radial glia_Fabp7 high(Fetal_Brain)
X16.173	-0.165412655	15.40914553	rna	Radial glia_Fabp7 high(Fetal_Brain)
X17.173	7.119130323	-9.199283425	rna	Radial glia_Fabp7 high(Fetal_Brain)
X18.173	-2.316393902	-6.328054253	rna	Radial glia_Fabp7 high(Fetal_Brain)
X19.173	4.004482935	-7.308390442	rna	Radial glia_Fabp7 high(Fetal_Brain)
X20.173	0.037005762	18.75445383	rna	Radial glia_Fabp7 high(Fetal_Brain)
X21.173	4.91921253	-7.47026426	rna	Radial glia_Fabp7 high(Fetal_Brain)
X22.173	-2.667318394	-6.525620285	rna	Radial glia_Fabp7 high(Fetal_Brain)
X23.173	-2.7131794	-6.502094094	rna	Radial glia_Fabp7 high(Fetal_Brain)
X24.173	4.352743337	14.11963194	rna	Radial glia_Fabp7 high(Fetal_Brain)
X25.173	4.491321275	14.12640398	rna	Radial glia_Fabp7 high(Fetal_Brain)
X26.173	2.330664346	-6.798002545	rna	Radial glia_Fabp7 high(Fetal_Brain)
X27.173	-5.332207491	-6.7344268	rna	Radial glia_Fabp7 high(Fetal_Brain)
X28.173	8.689426134	-14.54610521	rna	Radial glia_Fabp7 high(Fetal_Brain)
X29.173	5.83240051	8.853032287	rna	Radial glia_Fabp7 high(Fetal_Brain)
X30.173	-5.031254103	-6.680460278	rna	Radial glia_Fabp7 high(Fetal_Brain)
X31.173	-0.488845398	-6.585572544	rna	Radial glia_Fabp7 high(Fetal_Brain)
X32.173	2.687781761	-6.820268456	rna	Radial glia_Fabp7 high(Fetal_Brain)
X33.173	-0.807305982	-6.241354767	rna	Radial glia_Fabp7 high(Fetal_Brain)
X34.173	-5.804365923	-6.968401257	rna	Radial glia_Fabp7 high(Fetal_Brain)
X35.173	2.513819406	5.285729583	rna	Radial glia_Fabp7 high(Fetal_Brain)
X36.173	4.08374996	-7.482995812	rna	Radial glia_Fabp7 high(Fetal_Brain)
X37.173	-1.611848404	-6.590206925	rna	Radial glia_Fabp7 high(Fetal_Brain)
X38.173	-5.377421667	-6.892111126	rna	Radial glia_Fabp7 high(Fetal_Brain)
X39.173	-0.753745487	-6.109992806	rna	Radial glia_Fabp7 high(Fetal_Brain)
X40.173	4.64398689	14.38153284	rna	Radial glia_Fabp7 high(Fetal_Brain)
X41.173	-1.913707545	-6.275729958	rna	Radial glia_Fabp7 high(Fetal_Brain)
X42.173	-1.531826069	-6.638813797	rna	Radial glia_Fabp7 high(Fetal_Brain)
X43.173	8.773412416	-14.79642851	rna	Radial glia_Fabp7 high(Fetal_Brain)
X44.173	8.818715761	-15.77988226	rna	Radial glia_Fabp7 high(Fetal_Brain)
X45.173	8.695295999	-13.28406889	rna	Radial glia_Fabp7 high(Fetal_Brain)
X46.173	-0.140656283	-6.358887974	rna	Radial glia_Fabp7 high(Fetal_Brain)
X47.173	-1.584356358	-6.198592964	rna	Radial glia_Fabp7 high(Fetal_Brain)
X48.173	-0.809504201	-6.136092488	rna	Radial glia_Fabp7 high(Fetal_Brain)
X49.173	3.7608201	-7.165151421	rna	Radial glia_Fabp7 high(Fetal_Brain)
X0.175	8.701783846	-12.98337347	rna	Granule neurons(Fetal_Brain)
X1.174	-5.495246222	-6.713081661	rna	Granule neurons(Fetal_Brain)
X2.174	7.488179395	-10.76189119	rna	Granule neurons(Fetal_Brain)
X3.174	3.799698303	-7.16843063	rna	Granule neurons(Fetal_Brain)
X4.174	8.668280313	-14.42700941	rna	Granule neurons(Fetal_Brain)
X5.174	-5.335789492	-7.029424969	rna	Granule neurons(Fetal_Brain)
X6.174	-0.174216201	19.75427454	rna	Granule neurons(Fetal_Brain)
X7.174	8.675884912	-14.39253408	rna	Granule neurons(Fetal_Brain)
X8.174	5.145291994	14.94178599	rna	Granule neurons(Fetal_Brain)
X9.174	7.213936994	-9.161358658	rna	Granule neurons(Fetal_Brain)
X10.174	-2.495817711	-6.287481133	rna	Granule neurons(Fetal_Brain)
X11.174	-1.179312637	-5.92101175	rna	Granule neurons(Fetal_Brain)
X12.174	-2.452080061	-6.365460221	rna	Granule neurons(Fetal_Brain)
X13.174	3.999934623	-7.12100679	rna	Granule neurons(Fetal_Brain)
X14.174	-0.711682548	-6.225966755	rna	Granule neurons(Fetal_Brain)
X15.174	3.270377109	-7.086063687	rna	Granule neurons(Fetal_Brain)
X16.174	-5.965549757	-7.017831627	rna	Granule neurons(Fetal_Brain)
X17.174	6.368894766	17.19496935	rna	Granule neurons(Fetal_Brain)
X18.174	-5.904887488	-6.972097698	rna	Granule neurons(Fetal_Brain)
X19.174	3.240091512	-6.941953007	rna	Granule neurons(Fetal_Brain)
X20.174	-1.343598535	-6.639536682	rna	Granule neurons(Fetal_Brain)
X21.174	-5.436187556	-6.958818737	rna	Granule neurons(Fetal_Brain)
X22.174	-5.865640452	-6.717295948	rna	Granule neurons(Fetal_Brain)
X23.174	6.254060457	-8.719332997	rna	Granule neurons(Fetal_Brain)
X24.174	-0.051301708	-6.224979225	rna	Granule neurons(Fetal_Brain)
X25.174	-1.425118615	-6.19594175	rna	Granule neurons(Fetal_Brain)
X26.174	-2.642977764	-6.630925003	rna	Granule neurons(Fetal_Brain)
X27.174	-1.17002361	-6.381296459	rna	Granule neurons(Fetal_Brain)
X28.174	-5.29076462	-6.667659584	rna	Granule neurons(Fetal_Brain)
X29.174	-4.708827307	-6.780130211	rna	Granule neurons(Fetal_Brain)
X30.174	-5.996504118	-6.803764645	rna	Granule neurons(Fetal_Brain)
X31.174	-2.066898634	-6.213515106	rna	Granule neurons(Fetal_Brain)
X32.174	4.365102956	14.05090159	rna	Granule neurons(Fetal_Brain)
X33.174	-5.540005972	-6.530618969	rna	Granule neurons(Fetal_Brain)
X34.174	1.152397821	-6.461943928	rna	Granule neurons(Fetal_Brain)
X35.174	6.64993305	-9.224997345	rna	Granule neurons(Fetal_Brain)
X36.174	-5.729330828	-7.016306702	rna	Granule neurons(Fetal_Brain)
X37.174	1.953105996	-6.618001763	rna	Granule neurons(Fetal_Brain)
X38.174	3.689900348	-7.132011715	rna	Granule neurons(Fetal_Brain)
X39.174	-5.754841139	-6.64051706	rna	Granule neurons(Fetal_Brain)
X40.174	-3.60378032	-6.552133862	rna	Granule neurons(Fetal_Brain)
X41.174	-2.864136746	-6.393020932	rna	Granule neurons(Fetal_Brain)
X42.174	7.913910577	-11.00660974	rna	Granule neurons(Fetal_Brain)
X43.174	-0.007648533	-6.395292584	rna	Granule neurons(Fetal_Brain)
X44.174	-5.331303408	-6.647486988	rna	Granule neurons(Fetal_Brain)
X45.174	-3.156300356	-6.535942856	rna	Granule neurons(Fetal_Brain)
X46.174	-1.762886336	-6.151484314	rna	Granule neurons(Fetal_Brain)
X47.174	2.335888574	5.270822223	rna	Granule neurons(Fetal_Brain)
X48.174	4.496066759	14.10592574	rna	Granule neurons(Fetal_Brain)
X49.174	-4.635862162	-6.864325348	rna	Granule neurons(Fetal_Brain)
X0.176	-1.319021394	-6.032243553	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X1.175	-1.259108474	-6.117040936	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X2.175	-5.03550749	-6.926842991	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X3.175	8.578261087	-13.06368906	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X4.175	-5.445085814	-6.965587441	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X5.175	0.248927815	-6.334108177	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X6.175	7.152342985	-9.802004639	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X7.175	-5.853143504	-6.860673729	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X8.175	8.702799509	-12.27124101	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X9.175	8.112554739	-12.50625021	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X10.175	-5.526255896	-6.992944542	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X11.175	-0.375303259	-6.230443302	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X12.175	7.523885439	-10.48043615	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X13.175	2.530219267	-6.792232815	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X14.175	-1.793461611	-6.27261335	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X15.175	-1.29810231	-6.113246743	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X16.175	3.519396494	-7.025116745	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X17.175	8.639899919	-12.50549776	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X18.175	-0.953616907	-6.338261906	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X19.175	5.883467863	-8.368959729	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X20.175	7.75691242	-11.07750589	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X21.175	1.365908692	-6.498623673	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X22.175	5.702668855	-8.129339997	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X23.175	8.765449236	-15.06632311	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X24.175	6.248104761	17.26996439	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X25.175	-4.397158911	-6.741797749	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X26.175	2.991611431	-6.928908173	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X27.175	6.203531454	16.6694147	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X28.175	0.05702206	-6.342053238	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X29.175	7.350069711	-10.51343519	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X30.175	8.792596529	-13.05494768	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X31.175	3.208910892	-7.076428715	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X32.175	-5.768422892	-6.735226933	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X33.175	-4.452291777	-6.658877198	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X34.175	1.556828091	-6.556478802	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X35.175	-1.52744787	-6.577627484	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X36.175	-2.458098461	-6.354280773	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X37.175	6.777116964	-9.388866249	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X38.175	-0.946423342	-6.120474163	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X39.175	-6.004833987	-7.012194458	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X40.175	-2.564832737	-6.336681191	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X41.175	-3.068306973	-6.499256436	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X42.175	-2.54455476	-6.497762982	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X43.175	6.234057138	17.13391894	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X44.175	7.74516506	-10.93421632	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X45.175	7.266168306	-9.388379875	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X46.175	4.213361929	-7.246825043	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X47.175	4.291507909	-7.360153977	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X48.175	-5.096643259	-6.83184034	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X49.175	8.873048494	-16.31771738	rna	Postmitotic neurons_Lhx9 high(Fetal_Brain)
X0.177	8.587674806	-12.43198473	rna	Neuron_tuba1c high(Fetal_Brain)
X1.176	7.233871172	-9.954780403	rna	Neuron_tuba1c high(Fetal_Brain)
X2.176	-0.857859781	-6.218806092	rna	Neuron_tuba1c high(Fetal_Brain)
X3.176	-1.627088954	-6.432068173	rna	Neuron_tuba1c high(Fetal_Brain)
X4.176	2.724227617	-6.767267052	rna	Neuron_tuba1c high(Fetal_Brain)
X5.176	1.277423928	-6.407137696	rna	Neuron_tuba1c high(Fetal_Brain)
X6.176	-1.057000091	-6.177778069	rna	Neuron_tuba1c high(Fetal_Brain)
X7.176	-5.811289599	-6.88124067	rna	Neuron_tuba1c high(Fetal_Brain)
X8.176	8.816076944	-15.45713407	rna	Neuron_tuba1c high(Fetal_Brain)
X9.176	7.8018486	-11.45989401	rna	Neuron_tuba1c high(Fetal_Brain)
X10.176	-4.932240298	-6.708328549	rna	Neuron_tuba1c high(Fetal_Brain)
X11.176	8.641369531	-14.05687124	rna	Neuron_tuba1c high(Fetal_Brain)
X12.176	-5.624477675	-6.96866304	rna	Neuron_tuba1c high(Fetal_Brain)
X13.176	1.078041146	-6.410147492	rna	Neuron_tuba1c high(Fetal_Brain)
X14.176	-4.116233637	-6.66088039	rna	Neuron_tuba1c high(Fetal_Brain)
X15.176	-1.242486288	-6.245976273	rna	Neuron_tuba1c high(Fetal_Brain)
X16.176	-6.057305147	-6.871336762	rna	Neuron_tuba1c high(Fetal_Brain)
X17.176	1.667880962	14.04413813	rna	Neuron_tuba1c high(Fetal_Brain)
X18.176	0.7619629	-6.39448053	rna	Neuron_tuba1c high(Fetal_Brain)
X19.176	8.336143205	-12.71504003	rna	Neuron_tuba1c high(Fetal_Brain)
X20.176	8.861319254	-16.34561998	rna	Neuron_tuba1c high(Fetal_Brain)
X21.176	2.43694062	13.94518011	rna	Neuron_tuba1c high(Fetal_Brain)
X22.176	1.790309141	14.01284331	rna	Neuron_tuba1c high(Fetal_Brain)
X23.176	8.577313135	-12.91011507	rna	Neuron_tuba1c high(Fetal_Brain)
X24.176	8.757498453	-15.32558233	rna	Neuron_tuba1c high(Fetal_Brain)
X25.176	6.368419359	-8.876451317	rna	Neuron_tuba1c high(Fetal_Brain)
X26.176	4.401375005	14.06622809	rna	Neuron_tuba1c high(Fetal_Brain)
X27.176	-1.225370934	-6.109988037	rna	Neuron_tuba1c high(Fetal_Brain)
X28.176	8.108375261	-12.70353777	rna	Neuron_tuba1c high(Fetal_Brain)
X29.176	2.970531414	-7.028674427	rna	Neuron_tuba1c high(Fetal_Brain)
X30.176	6.705159853	-9.278977219	rna	Neuron_tuba1c high(Fetal_Brain)
X31.176	-4.684286883	-6.785496537	rna	Neuron_tuba1c high(Fetal_Brain)
X32.176	8.016414831	-11.22959119	rna	Neuron_tuba1c high(Fetal_Brain)
X33.176	-4.747908881	-6.88497192	rna	Neuron_tuba1c high(Fetal_Brain)
X34.176	7.708885858	-10.90965826	rna	Neuron_tuba1c high(Fetal_Brain)
X35.176	-4.720617583	-6.792658154	rna	Neuron_tuba1c high(Fetal_Brain)
X36.176	-1.506149819	-6.479198281	rna	Neuron_tuba1c high(Fetal_Brain)
X37.176	8.451451967	-13.25732309	rna	Neuron_tuba1c high(Fetal_Brain)
X38.176	4.197382877	-7.126257244	rna	Neuron_tuba1c high(Fetal_Brain)
X39.176	6.416502187	17.16396159	rna	Neuron_tuba1c high(Fetal_Brain)
X40.176	-1.072165897	-6.132436577	rna	Neuron_tuba1c high(Fetal_Brain)
X41.176	7.110999773	-9.303119484	rna	Neuron_tuba1c high(Fetal_Brain)
X42.176	8.260985086	-12.15031225	rna	Neuron_tuba1c high(Fetal_Brain)
X43.176	4.263865659	4.478543934	rna	Neuron_tuba1c high(Fetal_Brain)
X44.176	3.159238289	14.01161974	rna	Neuron_tuba1c high(Fetal_Brain)
X45.176	-0.206546893	-6.466286961	rna	Neuron_tuba1c high(Fetal_Brain)
X46.176	-1.887785723	-6.19047958	rna	Neuron_tuba1c high(Fetal_Brain)
X47.176	-3.870140364	-6.572617356	rna	Neuron_tuba1c high(Fetal_Brain)
X48.176	2.643381546	-6.862773243	rna	Neuron_tuba1c high(Fetal_Brain)
X49.176	-5.480220606	-6.818443123	rna	Neuron_tuba1c high(Fetal_Brain)
X0.178	-0.929166128	-6.315944496	rna	Schwann cell(Fetal_Brain)
X1.177	8.631812761	-13.08380109	rna	Schwann cell(Fetal_Brain)
X2.177	-2.546787789	-6.325777832	rna	Schwann cell(Fetal_Brain)
X3.177	4.007707546	-7.530763928	rna	Schwann cell(Fetal_Brain)
X4.177	-2.102610638	-6.367824856	rna	Schwann cell(Fetal_Brain)
X5.177	-1.59620588	-6.269122425	rna	Schwann cell(Fetal_Brain)
X6.177	8.808644006	-15.48795015	rna	Schwann cell(Fetal_Brain)
X7.177	8.342624376	-12.79674417	rna	Schwann cell(Fetal_Brain)
X8.177	8.565335939	-13.7496174	rna	Schwann cell(Fetal_Brain)
X9.177	2.621746729	-6.70648605	rna	Schwann cell(Fetal_Brain)
X10.177	0.933985303	-6.328620259	rna	Schwann cell(Fetal_Brain)
X11.177	3.944505403	-7.30684692	rna	Schwann cell(Fetal_Brain)
X12.177	0.824936876	14.36793917	rna	Schwann cell(Fetal_Brain)
X13.177	8.419074724	-12.74936659	rna	Schwann cell(Fetal_Brain)
X14.177	6.249000738	-8.795207802	rna	Schwann cell(Fetal_Brain)
X15.177	3.09375305	-6.912324253	rna	Schwann cell(Fetal_Brain)
X16.177	-0.05983608	18.16874522	rna	Schwann cell(Fetal_Brain)
X17.177	-2.797606757	-6.569453541	rna	Schwann cell(Fetal_Brain)
X18.177	1.756284068	-6.607281033	rna	Schwann cell(Fetal_Brain)
X19.177	9.112562845	-17.05432874	rna	Schwann cell(Fetal_Brain)
X20.177	8.691864679	-15.45862943	rna	Schwann cell(Fetal_Brain)
X21.177	-0.072906335	-6.509976212	rna	Schwann cell(Fetal_Brain)
X22.177	0.537484447	-6.464772049	rna	Schwann cell(Fetal_Brain)
X23.177	5.374649236	-7.921064678	rna	Schwann cell(Fetal_Brain)
X24.177	0.410504768	14.71941489	rna	Schwann cell(Fetal_Brain)
X25.177	6.433065126	-9.039897743	rna	Schwann cell(Fetal_Brain)
X26.177	-14.24063616	19.43875521	rna	Schwann cell(Fetal_Brain)
X27.177	3.708831022	-7.207908455	rna	Schwann cell(Fetal_Brain)
X28.177	-4.815531065	-6.852045361	rna	Schwann cell(Fetal_Brain)
X29.177	-1.693163922	-6.234650437	rna	Schwann cell(Fetal_Brain)
X30.177	-1.800210287	-6.414466206	rna	Schwann cell(Fetal_Brain)
X31.177	7.000363062	-9.168419663	rna	Schwann cell(Fetal_Brain)
X32.177	7.738461683	-11.34351141	rna	Schwann cell(Fetal_Brain)
X33.177	-13.59850912	19.52564829	rna	Schwann cell(Fetal_Brain)
X34.177	-1.577955415	-6.643646542	rna	Schwann cell(Fetal_Brain)
X35.177	-0.517099788	-6.207222286	rna	Schwann cell(Fetal_Brain)
X36.177	-2.092843106	-6.140578095	rna	Schwann cell(Fetal_Brain)
X37.177	5.84973974	-8.297901932	rna	Schwann cell(Fetal_Brain)
X38.177	-4.489063074	-6.713671986	rna	Schwann cell(Fetal_Brain)
X39.177	0.06064337	19.46278208	rna	Schwann cell(Fetal_Brain)
X40.177	8.774317453	-16.08051664	rna	Schwann cell(Fetal_Brain)
X41.177	5.660977075	15.53920954	rna	Schwann cell(Fetal_Brain)
X42.177	-1.477967312	-6.290511433	rna	Schwann cell(Fetal_Brain)
X43.177	2.843665073	-7.052069489	rna	Schwann cell(Fetal_Brain)
X44.177	2.651131818	-6.671521488	rna	Schwann cell(Fetal_Brain)
X45.177	9.137540529	-17.15025312	rna	Schwann cell(Fetal_Brain)
X46.177	3.921753118	-7.134898964	rna	Schwann cell(Fetal_Brain)
X47.177	3.296270797	-7.134464566	rna	Schwann cell(Fetal_Brain)
X48.177	3.684819172	-7.007389847	rna	Schwann cell(Fetal_Brain)
X49.177	-1.388206651	-6.122112099	rna	Schwann cell(Fetal_Brain)
X0.179	-5.906531622	-6.707101647	rna	Radial glia_Vim high(Fetal_Brain)
X1.178	8.307493875	-13.07740671	rna	Radial glia_Vim high(Fetal_Brain)
X2.178	0.457431371	-6.398917977	rna	Radial glia_Vim high(Fetal_Brain)
X3.178	4.263215254	-7.251310173	rna	Radial glia_Vim high(Fetal_Brain)
X4.178	6.82852144	-8.863822762	rna	Radial glia_Vim high(Fetal_Brain)
X5.178	-1.157251527	-6.155295674	rna	Radial glia_Vim high(Fetal_Brain)
X6.178	6.654999445	-9.053679291	rna	Radial glia_Vim high(Fetal_Brain)
X7.178	-0.621058574	-6.183693711	rna	Radial glia_Vim high(Fetal_Brain)
X8.178	3.775693844	-7.267053429	rna	Radial glia_Vim high(Fetal_Brain)
X9.178	-4.631854822	-6.787253681	rna	Radial glia_Vim high(Fetal_Brain)
X10.178	8.374962518	-13.35142404	rna	Radial glia_Vim high(Fetal_Brain)
X11.178	3.413793276	-6.93098909	rna	Radial glia_Vim high(Fetal_Brain)
X12.178	-1.399057081	-6.618022267	rna	Radial glia_Vim high(Fetal_Brain)
X13.178	-5.75516062	-6.908591572	rna	Radial glia_Vim high(Fetal_Brain)
X14.178	1.384413669	-6.511299435	rna	Radial glia_Vim high(Fetal_Brain)
X15.178	7.893598745	-11.38162977	rna	Radial glia_Vim high(Fetal_Brain)
X16.178	-1.268232872	-6.547532383	rna	Radial glia_Vim high(Fetal_Brain)
X17.178	-6.023371985	-6.973010842	rna	Radial glia_Vim high(Fetal_Brain)
X18.178	-6.025777628	-6.848344628	rna	Radial glia_Vim high(Fetal_Brain)
X19.178	-5.731967261	-6.604062382	rna	Radial glia_Vim high(Fetal_Brain)
X20.178	4.149138401	-7.377296749	rna	Radial glia_Vim high(Fetal_Brain)
X21.178	-5.391096403	-6.801209751	rna	Radial glia_Vim high(Fetal_Brain)
X22.178	1.087266395	-6.388656918	rna	Radial glia_Vim high(Fetal_Brain)
X23.178	3.257053564	-6.969838444	rna	Radial glia_Vim high(Fetal_Brain)
X24.178	-5.746264746	-6.796942059	rna	Radial glia_Vim high(Fetal_Brain)
X25.178	5.213652322	-7.830206219	rna	Radial glia_Vim high(Fetal_Brain)
X26.178	3.949644039	-7.02824432	rna	Radial glia_Vim high(Fetal_Brain)
X27.178	2.971410463	-6.774433914	rna	Radial glia_Vim high(Fetal_Brain)
X28.178	0.599968801	-6.402117554	rna	Radial glia_Vim high(Fetal_Brain)
X29.178	-0.887913396	-6.304827038	rna	Radial glia_Vim high(Fetal_Brain)
X30.178	3.018372724	-6.87839729	rna	Radial glia_Vim high(Fetal_Brain)
X31.178	2.564180086	-6.665240589	rna	Radial glia_Vim high(Fetal_Brain)
X32.178	3.618020723	-7.353496376	rna	Radial glia_Vim high(Fetal_Brain)
X33.178	-2.253064205	-6.273148361	rna	Radial glia_Vim high(Fetal_Brain)
X34.178	6.309025953	-9.020663086	rna	Radial glia_Vim high(Fetal_Brain)
X35.178	-4.753688147	-6.744079415	rna	Radial glia_Vim high(Fetal_Brain)
X36.178	-5.604662707	-6.865223709	rna	Radial glia_Vim high(Fetal_Brain)
X37.178	7.774395654	-11.41835481	rna	Radial glia_Vim high(Fetal_Brain)
X38.178	3.594616602	-7.17685825	rna	Radial glia_Vim high(Fetal_Brain)
X39.178	0.171408108	-6.264375511	rna	Radial glia_Vim high(Fetal_Brain)
X40.178	-5.691485216	-6.726885144	rna	Radial glia_Vim high(Fetal_Brain)
X41.178	-2.217389157	-6.269660774	rna	Radial glia_Vim high(Fetal_Brain)
X42.178	2.495312641	-6.736393753	rna	Radial glia_Vim high(Fetal_Brain)
X43.178	-1.334326913	-6.557714764	rna	Radial glia_Vim high(Fetal_Brain)
X44.178	3.648263643	-7.095846478	rna	Radial glia_Vim high(Fetal_Brain)
X45.178	1.341414044	-6.418379132	rna	Radial glia_Vim high(Fetal_Brain)
X46.178	-1.804528525	-6.245125595	rna	Radial glia_Vim high(Fetal_Brain)
X47.178	4.217829416	-7.331399742	rna	Radial glia_Vim high(Fetal_Brain)
X48.178	-1.292607119	-6.193095986	rna	Radial glia_Vim high(Fetal_Brain)
X49.178	-1.547877958	-6.224974457	rna	Radial glia_Vim high(Fetal_Brain)
X0.180	8.339392374	-12.7761162	rna	ES_Actb_high(Embryonic-Stem-Cell)
X1.179	7.288689325	-9.960959259	rna	ES_Actb_high(Embryonic-Stem-Cell)
X2.179	-0.896770885	-6.519107167	rna	ES_Actb_high(Embryonic-Stem-Cell)
X3.179	-5.773604681	-6.995410744	rna	ES_Actb_high(Embryonic-Stem-Cell)
X4.179	0.895348559	14.30343741	rna	ES_Actb_high(Embryonic-Stem-Cell)
X5.179	-2.0565465	-6.076020542	rna	ES_Actb_high(Embryonic-Stem-Cell)
X6.179	-4.590818693	-6.640799824	rna	ES_Actb_high(Embryonic-Stem-Cell)
X7.179	-2.817253878	-6.387711827	rna	ES_Actb_high(Embryonic-Stem-Cell)
X8.179	6.229288767	-8.953118149	rna	ES_Actb_high(Embryonic-Stem-Cell)
X9.179	6.115410516	-8.437548462	rna	ES_Actb_high(Embryonic-Stem-Cell)
X10.179	-4.222885897	-6.605616394	rna	ES_Actb_high(Embryonic-Stem-Cell)
X11.179	6.480422208	-9.059581581	rna	ES_Actb_high(Embryonic-Stem-Cell)
X12.179	3.38959379	-7.065672222	rna	ES_Actb_high(Embryonic-Stem-Cell)
X13.179	6.388787458	17.08230227	rna	ES_Actb_high(Embryonic-Stem-Cell)
X14.179	-13.74014311	19.7182638	rna	ES_Actb_high(Embryonic-Stem-Cell)
X15.179	4.789533327	14.49069708	rna	ES_Actb_high(Embryonic-Stem-Cell)
X16.179	8.205965231	-12.43922788	rna	ES_Actb_high(Embryonic-Stem-Cell)
X17.179	-1.291976979	-6.096255127	rna	ES_Actb_high(Embryonic-Stem-Cell)
X18.179	-4.590024283	-6.737379376	rna	ES_Actb_high(Embryonic-Stem-Cell)
X19.179	8.844210336	-13.13497812	rna	ES_Actb_high(Embryonic-Stem-Cell)
X20.179	7.161917875	8.268713173	rna	ES_Actb_high(Embryonic-Stem-Cell)
X21.179	-0.156170835	19.74651163	rna	ES_Actb_high(Embryonic-Stem-Cell)
X22.179	4.921495149	-7.601541821	rna	ES_Actb_high(Embryonic-Stem-Cell)
X23.179	3.226311395	-6.943037812	rna	ES_Actb_high(Embryonic-Stem-Cell)
X24.179	2.98164768	-6.989631954	rna	ES_Actb_high(Embryonic-Stem-Cell)
X25.179	4.703469465	-7.365566555	rna	ES_Actb_high(Embryonic-Stem-Cell)
X26.179	-1.122993042	-6.166708771	rna	ES_Actb_high(Embryonic-Stem-Cell)
X27.179	-0.49515461	-6.17402536	rna	ES_Actb_high(Embryonic-Stem-Cell)
X28.179	4.252156923	14.11387461	rna	ES_Actb_high(Embryonic-Stem-Cell)
X29.179	-5.743704607	-6.772323433	rna	ES_Actb_high(Embryonic-Stem-Cell)
X30.179	7.242935846	-9.920940224	rna	ES_Actb_high(Embryonic-Stem-Cell)
X31.179	4.530375669	14.17144698	rna	ES_Actb_high(Embryonic-Stem-Cell)
X32.179	0.850990067	-6.425342385	rna	ES_Actb_high(Embryonic-Stem-Cell)
X33.179	6.298534582	-9.046154801	rna	ES_Actb_high(Embryonic-Stem-Cell)
