a,TSNE_1,TSNE_2,X,      ,,,,,,,
7943,X20.136,1.258938007,2.07769756,AT2 Cell(Lung)    ,,,,,,,
7944,X21.136,1.251261269,2.080299771,AT2 Cell(Lung)    ,,,,,,,
7945,X45.136,0.958910731,2.033685503,AT2 Cell(Lung)    ,,,,,,,
7946,X35.136,0.955888011,2.041902858,AT2 Cell(Lung)    ,,,,,,,
7947,X38.136,1.288489408,2.077965991,AT2 Cell(Lung)    ,,,,,,,
7948,X39.136,0.903707459,2.04557156,AT2 Cell(Lung)    ,,,,,,,
7949,X43.136,0.899525609,2.040554945,AT2 Cell(Lung)    ,,,,,,,
7950,X41.136,0.959790447,2.027352086,AT2 Cell(Lung)    ,,,,,,,
7951,X0.138,2.660764385,-2.156644557,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7952,X18.137,2.645917903,-2.204134629,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7953,X1.137,2.709130477,-1.985345258,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7954,X19.137,2.664653422,-2.10541158,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7955,X43.137,2.612120292,-2.164268232,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7956,X3.137,2.74559464,-1.928760304,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7957,X35.137,2.674658552,-2.091628219,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7958,X45.137,2.710432114,-2.196787454,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7959,X34.137,2.628399015,-2.189263302,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7960,X7.137,2.630866851,-2.244376489,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7961,X37.137,2.722247014,-2.26945716,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7962,X40.137,2.629231829,-2.216853266,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7963,X25.137,2.677284286,-2.13019442,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7964,X21.137,5.767693859,-1.373889497,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7965,X42.137,2.78362426,-1.97122989,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7966,X20.137,2.547921754,-2.063352209,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7967,X11.137,2.517115401,-2.005021968,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7968,X28.137,2.574536043,-1.994784048,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7969,X38.137,2.480287595,-1.874657923,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7970,X41.137,2.618516131,-2.159477084,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7971,X12.137,2.621843647,-2.208452133,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7972,X13.137,6.264306327,-1.421750363,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7973,X4.138,6.410983212,-1.477498977,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7974,X15.138,6.425704199,-1.29824048,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7975,X33.138,6.29974614,-1.422275305,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7976,X14.137,2.852410619,-2.102133276,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7977,X39.137,3.210722797,-1.915427814,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7978,X2.138,6.590628836,-1.548054081,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7979,X15.137,6.642613786,-1.515364218,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7980,X36.138,6.522132381,-1.477324149,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7981,X17.137,2.718217264,-2.022453746,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7982,X13.138,6.23340311,-1.285714422,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7983,X23.137,2.678678819,-2.077861131,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7984,X26.137,2.636630574,-2.171091364,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7985,X47.137,2.67992703,-2.120511547,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7986,X27.137,2.676893314,-2.229896819,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7987,X31.137,2.812894403,-1.974376121,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7988,X37.141,6.145033246,1.03309264,Endothelial cell(Liver)    ,,,,,,,
7989,X44.137,2.648093016,-2.194644098,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7990,X46.137,2.631843802,-2.186622883,Alveolar macrophage_Ear2 high(Lung)   ,,,,,,,
7991,X5.138,6.462885642,-1.333293057,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7992,X7.138,6.542656546,-1.405454744,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7993,X38.138,6.473539302,-1.428063168,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7994,X8.138,6.57737754,-1.544198771,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7995,X10.138,6.644485535,-1.483347665,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7996,X24.138,6.496962025,-1.405114628,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7997,X11.138,6.568286893,-1.477811573,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7998,X14.138,6.371747825,-1.423979198,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
7999,X45.138,6.348532678,-1.441007961,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8000,X16.138,6.439069087,-1.357008439,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8001,X21.138,6.589864759,-1.331228569,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8002,X25.138,6.373135745,-1.368889388,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8003,X28.138,5.712821599,-0.09258593,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8004,X41.138,5.775533333,-0.17784831,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8005,X47.138,5.6952048,-0.078419745,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8006,X31.138,6.308148131,-1.027876373,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8007,X43.138,5.693628934,-0.051035815,Plasmacytoid dendritic cell(Lung)   ,,,,,,,
8008,X1.139,4.999771658,1.419924468,Kuppfer cell(Liver)    ,,,,,,,
8009,X11.139,5.328961089,1.810865623,Kuppfer cell(Liver)    ,,,,,,,
8010,X24.139,5.282678329,1.87380483,Kuppfer cell(Liver)    ,,,,,,,
8011,X3.139,5.405052643,1.387871342,Kuppfer cell(Liver)    ,,,,,,,
8012,X36.139,5.402469871,1.387497856,Kuppfer cell(Liver)    ,,,,,,,
8013,X6.139,5.178678185,1.933717004,Kuppfer cell(Liver)    ,,,,,,,
8014,X5.139,4.753734489,1.636323964,Kuppfer cell(Liver)    ,,,,,,,
8015,X22.139,5.130351728,1.875924829,Kuppfer cell(Liver)    ,,,,,,,
8016,X16.139,5.207244385,1.810763346,Kuppfer cell(Liver)    ,,,,,,,
8017,X44.139,5.442271286,1.682004093,Kuppfer cell(Liver)    ,,,,,,,
8018,X33.139,5.240697085,1.758192398,Kuppfer cell(Liver)    ,,,,,,,
8019,X45.139,5.272339433,1.837021828,Kuppfer cell(Liver)    ,,,,,,,
8020,X9.139,5.028615555,1.56207034,Kuppfer cell(Liver)    ,,,,,,,
8021,X10.139,5.556138298,1.63945727,Kuppfer cell(Liver)    ,,,,,,,
8022,X26.139,5.496764893,1.63686173,Kuppfer cell(Liver)    ,,,,,,,
8023,X12.139,5.416825969,1.30121829,Kuppfer cell(Liver)    ,,,,,,,
8024,X15.139,5.216597952,1.379007867,Kuppfer cell(Liver)    ,,,,,,,
8025,X25.139,5.310786064,1.676574014,Kuppfer cell(Liver)    ,,,,,,,
8026,X37.139,5.33715886,1.882029713,Kuppfer cell(Liver)    ,,,,,,,
8027,X20.139,5.268388703,1.534261558,Kuppfer cell(Liver)    ,,,,,,,
8028,X49.139,5.161451886,1.639600618,Kuppfer cell(Liver)    ,,,,,,,
8029,X23.139,5.043800481,1.96491741,Kuppfer cell(Liver)    ,,,,,,,
8030,X21.139,5.253480467,1.756379589,Kuppfer cell(Liver)    ,,,,,,,
8031,X34.139,5.121254447,1.786006668,Kuppfer cell(Liver)    ,,,,,,,
8032,X32.139,5.10493963,1.507759017,Kuppfer cell(Liver)    ,,,,,,,
8033,X27.140,5.123129437,1.365206711,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8034,X38.139,5.228034547,1.932105556,Kuppfer cell(Liver)    ,,,,,,,
8035,X41.139,5.504212816,1.84843197,Kuppfer cell(Liver)    ,,,,,,,
8036,X42.139,5.303153224,1.997642776,Kuppfer cell(Liver)    ,,,,,,,
8037,X3.140,6.195511591,-0.049755716,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8038,X0.141,6.23227074,-0.15836669,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8039,X47.140,6.218173347,-0.485810016,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8040,X1.140,6.134868361,-0.704290537,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8041,X39.140,6.205396548,-0.648184571,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8042,X5.140,6.221662854,-0.67632439,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8043,X35.140,6.100854075,-0.24549568,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8044,X36.140,6.104401212,-0.051064637,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8045,X44.140,6.110684945,0.004716805,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8046,X41.140,4.039788731,1.528181434,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8047,X7.140,6.263020857,0.109793619,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8048,X18.140,6.303895184,0.333434385,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8049,X46.140,6.274865843,0.126385761,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8050,X8.140,6.160914586,-0.417703022,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8051,X16.140,6.164812366,-0.388871922,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8052,X10.140,6.10839503,-0.35591999,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8053,X42.140,6.039215419,-0.324255656,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8054,X11.140,6.154857974,-0.685738233,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8055,X25.140,6.07854622,-0.757147796,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8056,X12.140,6.133623853,-0.032890886,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8057,X30.140,6.117535317,0.077522089,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8058,X19.140,6.25385168,-0.536616523,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8059,X14.140,6.138717586,-0.447367482,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8060,X24.140,6.147445189,0.069208472,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8061,X17.140,6.2356802,0.487317124,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8062,X28.140,6.137151824,0.071444036,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8063,X45.140,6.146799798,1.09302102,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8064,X40.140,5.55741661,-0.168102192,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8065,X22.140,6.255915258,-0.54628771,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8066,X26.140,6.261118568,-0.391298556,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8067,X31.140,6.044768306,-0.014341159,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8068,X34.140,5.941340948,-0.77988947,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
8069,X14.141,5.93111037,1.714404777,Endothelial cell(Liver)    ,,,,,,,
8070,X24.141,5.995287708,1.619072963,Endothelial cell(Liver)    ,,,,,,,
8071,X0.142,5.833246884,1.934781514,Endothelial cell(Liver)    ,,,,,,,
8072,X5.141,5.512848004,2.119613834,Endothelial cell(Liver)    ,,,,,,,
8073,X26.141,5.670753033,2.067999355,Endothelial cell(Liver)    ,,,,,,,
8074,X41.141,5.893274639,1.852722888,Endothelial cell(Liver)    ,,,,,,,
8075,X49.141,5.638043188,1.847479928,Endothelial cell(Liver)    ,,,,,,,
8076,X40.141,5.934977559,1.718041954,Endothelial cell(Liver)    ,,,,,,,
8077,X34.141,5.558534828,2.33749317,Endothelial cell(Liver)    ,,,,,,,
8078,X6.141,5.5544833,2.075761611,Endothelial cell(Liver)    ,,,,,,,
8079,X7.141,5.517923303,2.274070834,Endothelial cell(Liver)    ,,,,,,,
8080,X25.141,5.793482805,1.963620348,Endothelial cell(Liver)    ,,,,,,,
8081,X38.141,5.629017061,2.199533314,Endothelial cell(Liver)    ,,,,,,,
8082,X42.141,5.534098577,2.334691984,Endothelial cell(Liver)    ,,,,,,,
8083,X23.141,5.886376316,2.025597954,Endothelial cell(Liver)    ,,,,,,,
8084,X44.141,5.688548081,2.388740562,Endothelial cell(Liver)    ,,,,,,,
8085,X45.141,5.648065997,2.034123029,Endothelial cell(Liver)    ,,,,,,,
8086,X47.141,5.668115123,1.982174978,Endothelial cell(Liver)    ,,,,,,,
8087,X5.148,3.035002531,-9.285937334,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8088,X0.143,2.974924915,-9.293630005,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8089,X32.148,2.957220501,-9.304517028,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8090,X33.148,2.841843284,-9.354244182,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8091,X35.148,2.981663308,-9.285165837,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8092,X40.148,3.000029877,-9.209063934,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8093,X42.142,2.937858675,-9.279751116,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8094,X1.142,2.954529548,-9.253726587,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8095,X4.148,2.846898466,-9.37134749,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8096,X26.148,2.862817903,-9.371888094,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8097,X46.148,2.968380231,-9.259702835,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8098,X2.142,3.027515555,-9.202780009,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8099,X20.148,3.038238578,-9.230394357,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8100,X24.148,3.005441035,-9.196490286,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8101,X44.148,3.041366918,-9.253864016,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8102,X3.142,2.799803867,-9.354862655,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8103,X3.148,2.828281039,-9.410105857,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8104,X30.142,2.843678099,-9.385260313,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8105,X4.142,2.843351387,-9.398169383,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8106,X26.142,0.194153459,4.775654855,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8107,X5.142,0.177376793,4.806428875,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8108,X48.147,0.25984478,4.701596083,Intercalated cells of collecting duct_Aqp6 high(Kidney),,,,,,,
8109,X10.148,0.194002139,4.797046379,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8110,X13.148,0.182490604,4.797504578,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8111,X25.148,0.200926273,4.785763428,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8112,X24.142,3.010006898,-9.116305545,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8113,X6.142,3.010551174,-9.142174918,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8114,X7.148,2.993204101,-9.137593311,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8115,X14.148,2.997898187,-9.183727606,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8116,X19.148,2.975721462,-9.122815583,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8117,X29.142,2.989886446,-9.219828815,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8118,X7.142,2.955147409,-9.263629041,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8119,X27.148,2.907967165,-9.306334766,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8120,X8.142,2.910996785,-9.330716731,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8121,X9.142,2.86477658,-9.361516543,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8122,X41.142,2.879224259,-9.348948775,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8123,X30.148,2.836830614,-9.389607688,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8124,X10.142,3.015972366,-9.13890299,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8125,X28.142,3.02561986,-9.116137449,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8126,X44.142,2.830193754,-9.380797229,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8127,X11.142,2.907342922,-9.337217365,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8128,X45.148,2.86125391,-9.392462247,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8129,X12.142,2.886694411,-9.293190954,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8130,X49.148,2.918851638,-9.2830878,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8131,X13.142,2.946042426,-9.339063228,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8132,X38.148,2.996722986,-9.255962885,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8133,X48.148,2.905892743,-9.401157258,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8134,X45.142,2.858648284,-9.359372346,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8135,X14.142,2.832284603,-9.398495991,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8136,X15.142,2.825941234,-9.409882421,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8137,X46.142,2.854981169,-9.358970774,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8138,X16.142,2.912863022,-9.295872573,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8139,X17.142,2.847782386,-9.413049829,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8140,X32.142,2.823270954,-9.403177387,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8141,X18.142,2.80466756,-9.428872504,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8142,X40.142,2.810971055,-9.413751994,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8143,X19.142,2.82630269,-9.392395598,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8144,X25.142,2.831055288,-9.385320465,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8145,X36.142,2.854123595,-9.339937022,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8146,X20.142,2.870162523,-9.390705955,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8147,X21.142,2.924793031,-9.32742377,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8148,X22.142,2.944414866,-9.322119691,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8149,X47.148,2.952944699,-9.330657118,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8150,X23.142,2.924462084,-9.291134681,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8151,X27.142,2.943022994,-9.329721026,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8152,X31.142,2.835742081,-9.356817937,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8153,X34.148,2.821264446,-9.418353266,Distal convoluted tubule_Pvalb high(Kidney)  ,,,,,,,
8154,X33.142,2.85407227,-9.378672356,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8155,X34.142,2.93394142,-9.336416214,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8156,X35.142,2.901247899,-9.34361791,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8157,X37.142,3.005036205,-9.214048926,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8158,X38.142,2.842933498,-9.421546736,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8159,X39.142,2.887181214,-9.373498011,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8160,X49.142,2.870632495,-9.357390228,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8161,X47.142,2.838040064,-9.375776881,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8162,X43.142,3.043398985,-9.248963416,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8163,X48.142,2.86635472,-9.369405206,Thick ascending limb of the loop,,,,,,,Henle(Kidney)
8164,X8.143,1.313456544,3.500517547,Proximal tubule brush border cell(Kidney) ,,,,,,,
8165,X0.144,1.411052812,3.447006428,Proximal tubule brush border cell(Kidney) ,,,,,,,
8166,X21.143,1.37115634,3.574343197,Proximal tubule brush border cell(Kidney) ,,,,,,,
8167,X36.143,1.48505472,3.505008403,Proximal tubule brush border cell(Kidney) ,,,,,,,
8168,X2.143,1.215666482,3.427100325,Proximal tubule brush border cell(Kidney) ,,,,,,,
8169,X1.143,1.267160224,3.380774167,Proximal tubule brush border cell(Kidney) ,,,,,,,
8170,X10.143,1.316204675,3.320693148,Proximal tubule brush border cell(Kidney) ,,,,,,,
8171,X20.144,1.221899831,3.5070016,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8172,X44.144,1.239098395,3.527269124,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8173,X3.143,1.369062442,3.399731696,Proximal tubule brush border cell(Kidney) ,,,,,,,
8174,X14.143,1.321299247,3.539849428,Proximal tubule brush border cell(Kidney) ,,,,,,,
8175,X39.143,1.209035926,3.484894517,Proximal tubule brush border cell(Kidney) ,,,,,,,
8176,X20.143,1.459615878,3.55729111,Proximal tubule brush border cell(Kidney) ,,,,,,,
8177,X4.143,1.461934714,3.609295235,Proximal tubule brush border cell(Kidney) ,,,,,,,
8178,X43.143,1.377028467,3.610808334,Proximal tubule brush border cell(Kidney) ,,,,,,,
8179,X5.143,1.05266186,3.62058738,Proximal tubule brush border cell(Kidney) ,,,,,,,
8180,X9.143,1.14697069,3.578714394,Proximal tubule brush border cell(Kidney) ,,,,,,,
8181,X18.143,1.035369718,3.603856729,Proximal tubule brush border cell(Kidney) ,,,,,,,
8182,X23.143,1.272302143,3.497691049,Proximal tubule brush border cell(Kidney) ,,,,,,,
8183,X6.143,1.412704406,3.583742086,Proximal tubule brush border cell(Kidney) ,,,,,,,
8184,X25.143,1.514608388,3.500323355,Proximal tubule brush border cell(Kidney) ,,,,,,,
8185,X33.143,1.443698767,3.549610591,Proximal tubule brush border cell(Kidney) ,,,,,,,
8186,X35.143,1.361444641,3.604809756,Proximal tubule brush border cell(Kidney) ,,,,,,,
8187,X49.143,1.378166489,3.542593544,Proximal tubule brush border cell(Kidney) ,,,,,,,
8188,X7.143,1.348775353,3.503070606,Proximal tubule brush border cell(Kidney) ,,,,,,,
8189,X28.143,1.382846554,3.527982224,Proximal tubule brush border cell(Kidney) ,,,,,,,
8190,X19.144,1.265587761,3.582347904,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8191,X42.144,1.409921517,3.452544429,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8192,X38.143,1.116811691,3.56498994,Proximal tubule brush border cell(Kidney) ,,,,,,,
8193,X37.143,1.185967216,3.454510736,Proximal tubule brush border cell(Kidney) ,,,,,,,
8194,X12.143,1.255386829,3.612023797,Proximal tubule brush border cell(Kidney) ,,,,,,,
8195,X17.143,1.206142083,3.659100377,Proximal tubule brush border cell(Kidney) ,,,,,,,
8196,X30.143,1.225143694,3.610927056,Proximal tubule brush border cell(Kidney) ,,,,,,,
8197,X15.143,1.008714375,3.657616672,Proximal tubule brush border cell(Kidney) ,,,,,,,
8198,X24.143,0.87237842,3.850025001,Proximal tubule brush border cell(Kidney) ,,,,,,,
8199,X32.143,1.470068105,3.539277596,Proximal tubule brush border cell(Kidney) ,,,,,,,
8200,X16.143,1.600495338,3.464921912,Proximal tubule brush border cell(Kidney) ,,,,,,,
8201,X7.144,1.538715529,3.450566496,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8202,X48.145,1.696710255,3.429583847,S3 proximal tubule cells(Kidney)  ,,,,,,,
8203,X49.145,1.650441555,3.402703351,S3 proximal tubule cells(Kidney)  ,,,,,,,
8204,X42.143,1.237863609,3.59894229,Proximal tubule brush border cell(Kidney) ,,,,,,,
8205,X15.144,1.747421161,3.341256226,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8206,X49.144,1.803816815,3.348071866,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8207,X41.143,1.422328378,3.676648527,Proximal tubule brush border cell(Kidney) ,,,,,,,
8208,X36.144,0.979709798,4.17161497,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8209,X22.143,0.84923926,4.28763895,Proximal tubule brush border cell(Kidney) ,,,,,,,
8210,X0.150,0.727206076,4.342551196,S1 proximal tubule cells(Kidney)  ,,,,,,,
8211,X2.149,0.872074903,4.246607406,S1 proximal tubule cells(Kidney)  ,,,,,,,
8212,X21.149,0.992998905,4.161072115,S1 proximal tubule cells(Kidney)  ,,,,,,,
8213,X41.149,0.809234864,4.297807455,S1 proximal tubule cells(Kidney)  ,,,,,,,
8214,X21.144,0.822310009,3.93852622,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8215,X39.149,0.872363849,3.904868415,S1 proximal tubule cells(Kidney)  ,,,,,,,
8216,X26.143,1.307264941,3.57299594,Proximal tubule brush border cell(Kidney) ,,,,,,,
8217,X18.144,1.201252123,3.68745055,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8218,X8.144,1.492625186,3.456353123,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8219,X29.143,1.417015668,3.593801216,Proximal tubule brush border cell(Kidney) ,,,,,,,
8220,X31.143,0.950404287,3.682238734,Proximal tubule brush border cell(Kidney) ,,,,,,,
8221,X46.143,1.034147777,3.627424344,Proximal tubule brush border cell(Kidney) ,,,,,,,
8222,X47.143,0.96236803,3.702785044,Proximal tubule brush border cell(Kidney) ,,,,,,,
8223,X10.144,1.139455857,3.695679467,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8224,X2.144,1.19973874,3.61103891,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
8225,X40.143,1.172057983,3.498265275,Proximal tubule brush border cell(Kidney) ,,,,,,,
8226,X44.143,1.221353968,3.642967099,Proximal tubule brush border cell(Kidney) ,,,,,,,
8227,X48.143,1.387261883,3.635047795,Proximal tubule brush border cell(Kidney) ,,,,,,,
8228,X39.144,0.893308189,4.066081204,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
