,a,TSNE_1,TSNE_2,X     
8576,X5.154,3.353073582,-6.650274366,Acinar cell_Spp1 high(Fetal_Stomache)   
8577,X7.154,3.402435717,-6.338991586,Acinar cell_Spp1 high(Fetal_Stomache)   
8578,X22.154,3.424516821,-6.735354172,Acinar cell_Spp1 high(Fetal_Stomache)   
8579,X28.154,3.441613444,-6.696331167,Acinar cell_Spp1 high(Fetal_Stomache)   
8580,X44.154,3.405851271,-6.626222527,Acinar cell_Spp1 high(Fetal_Stomache)   
8581,X2.154,3.35442823,-6.038613376,Acinar cell_Spp1 high(Fetal_Stomache)   
8582,X3.154,3.393554352,-6.644110302,Acinar cell_Spp1 high(Fetal_Stomache)   
8583,X24.154,3.456399285,-6.839076556,Acinar cell_Spp1 high(Fetal_Stomache)   
8584,X38.154,3.448918426,-6.812293664,Acinar cell_Spp1 high(Fetal_Stomache)   
8585,X37.154,3.444380103,-7.155220265,Acinar cell_Spp1 high(Fetal_Stomache)   
8586,X4.154,3.389092424,-7.100921723,Acinar cell_Spp1 high(Fetal_Stomache)   
8587,X1.155,3.489234106,-7.138670072,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8588,X2.155,3.492279436,-7.028828152,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8589,X5.155,3.496239917,-7.191544925,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8590,X40.155,3.428926588,-7.211032364,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8591,X22.155,3.435175325,-6.870008997,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8592,X30.155,3.456774796,-6.867444125,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8593,X37.155,3.455227352,-6.805917534,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8594,X10.154,3.436479387,-6.886694388,Acinar cell_Spp1 high(Fetal_Stomache)   
8595,X6.154,3.471433026,-6.861176556,Acinar cell_Spp1 high(Fetal_Stomache)   
8596,X24.155,3.464040276,-6.878799879,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8597,X16.154,3.385485466,-6.496920908,Acinar cell_Spp1 high(Fetal_Stomache)   
8598,X20.154,3.528723678,-6.901639328,Acinar cell_Spp1 high(Fetal_Stomache)   
8599,X8.154,3.502851801,-6.5370892,Acinar cell_Spp1 high(Fetal_Stomache)   
8600,X4.155,3.490158777,-6.95806215,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8601,X9.154,3.445189084,-6.833503692,Acinar cell_Spp1 high(Fetal_Stomache)   
8602,X46.154,3.456869286,-6.969650983,Acinar cell_Spp1 high(Fetal_Stomache)   
8603,X33.154,3.457284225,-6.958588485,Acinar cell_Spp1 high(Fetal_Stomache)   
8604,X20.155,3.466415412,-6.92108913,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8605,X31.155,3.426549077,-6.767243346,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8606,X11.154,3.486759682,-6.767173939,Acinar cell_Spp1 high(Fetal_Stomache)   
8607,X21.154,3.470945771,-6.87836276,Acinar cell_Spp1 high(Fetal_Stomache)   
8608,X12.154,3.447903135,-6.748327009,Acinar cell_Spp1 high(Fetal_Stomache)   
8609,X34.155,3.460598942,-6.926713236,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8610,X14.154,3.480802829,-6.423459534,Acinar cell_Spp1 high(Fetal_Stomache)   
8611,X25.154,3.52702893,-6.834901929,Acinar cell_Spp1 high(Fetal_Stomache)   
8612,X49.155,3.523663409,-6.7287716,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8613,X15.154,3.523473192,-6.64196727,Acinar cell_Spp1 high(Fetal_Stomache)   
8614,X17.154,3.464626695,-7.039320412,Acinar cell_Spp1 high(Fetal_Stomache)   
8615,X18.154,3.487115978,-7.205895045,Acinar cell_Spp1 high(Fetal_Stomache)   
8616,X33.155,3.490419443,-7.084779527,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8617,X38.155,3.481938689,-7.11465402,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8618,X41.155,3.51095227,-7.227172992,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8619,X19.154,3.515222019,-6.974066097,Acinar cell_Spp1 high(Fetal_Stomache)   
8620,X29.154,3.548076448,-6.881416711,Acinar cell_Spp1 high(Fetal_Stomache)   
8621,X16.155,3.532494186,-7.094672374,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8622,X46.155,3.507570184,-7.116503558,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8623,X31.154,3.474990443,-6.915581286,Acinar cell_Spp1 high(Fetal_Stomache)   
8624,X23.154,3.431846863,-6.760666766,Acinar cell_Spp1 high(Fetal_Stomache)   
8625,X25.155,3.549779306,-7.023541996,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8626,X30.154,3.432095999,-6.922861004,Acinar cell_Spp1 high(Fetal_Stomache)   
8627,X32.155,3.502266625,-7.017562844,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8628,X9.155,3.483391199,-7.089643727,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8629,X34.154,3.51982318,-7.173182794,Acinar cell_Spp1 high(Fetal_Stomache)   
8630,X8.155,3.504713503,-7.271393397,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8631,X19.155,3.49879586,-7.281184589,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8632,X26.155,3.522220622,-7.312537751,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8633,X43.154,3.406058178,-7.159788774,Acinar cell_Spp1 high(Fetal_Stomache)   
8634,X27.155,3.495276306,-7.106171016,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8635,X1.180,3.02007824,-5.175390234,ES_Nedd4_high(Embryonic-Stem-Cell)     
8636,X13.181,3.034952955,-5.08723177,ES_Rps28_high(Embryonic-Stem-Cell)     
8637,X21.155,3.513263016,-7.292859408,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8638,X0.156,3.499622913,-7.236627985,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8639,X35.155,3.500063983,-7.18235266,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8640,X45.155,3.507123585,-7.287686372,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8641,X14.155,3.489418653,-7.290774853,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8642,X3.155,3.499248204,-7.283273416,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8643,X6.155,3.400070653,-7.119354021,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8644,X17.155,3.4089533,-7.018541012,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8645,X7.155,3.453867632,-7.114204177,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8646,X36.155,3.458266472,-7.185681174,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8647,X10.155,3.483609023,-7.263816256,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8648,X23.155,3.508244118,-7.304209097,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8649,X11.155,3.530616425,-7.229042976,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8650,X13.155,3.484446231,-7.350741895,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8651,X43.155,3.491423723,-7.312879776,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8652,X15.155,3.476026912,-7.093981107,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8653,X29.155,3.479823487,-7.219688962,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8654,X47.155,3.538297327,-7.030938651,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8655,X28.155,3.486983449,-7.217398532,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8656,X44.155,3.496762626,-7.255350582,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8657,X42.155,3.475989141,-7.195607832,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8658,X48.155,3.47162586,-7.344219637,Acinar cell_Ctrb1 high(Fetal_Stomache)   
8659,X0.157,4.894429308,-4.452672836,Stromal cell_Ptn high(Fetal_Lung)   
8660,X17.159,5.59771063,-4.443661017,Smooth muscle cell(Fetal_Lung)   
8661,X1.170,5.075533291,-4.443442324,Enterocyte progenitor(Fetal_Intestine)    
8662,X1.156,5.656234577,-4.291790319,Stromal cell_Ptn high(Fetal_Lung)   
8663,X2.156,5.919032408,-4.767438342,Stromal cell_Ptn high(Fetal_Lung)   
8664,X38.159,5.931542298,-4.668750806,Smooth muscle cell(Fetal_Lung)   
8665,X42.164,5.670449922,-4.694017451,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
8666,X3.156,4.810362758,-4.411907583,Stromal cell_Ptn high(Fetal_Lung)   
8667,X4.156,5.485527993,-4.725446496,Stromal cell_Ptn high(Fetal_Lung)   
8668,X36.157,5.412332348,-4.736874033,Stromal cell_Ankfy1 high(Fetal_Lung)   
8669,X21.159,5.477743464,-4.719218006,Smooth muscle cell(Fetal_Lung)   
8670,X49.156,5.890412587,-4.481028679,Stromal cell_Ptn high(Fetal_Lung)   
8671,X5.156,5.950892222,-4.578400298,Stromal cell_Ptn high(Fetal_Lung)   
8672,X3.159,5.669757721,-4.49495736,Smooth muscle cell(Fetal_Lung)   
8673,X35.170,5.809331587,-4.541926862,Enterocyte progenitor(Fetal_Intestine)    
8674,X48.170,6.360599266,-4.719903361,Enterocyte progenitor(Fetal_Intestine)    
8675,X4.157,4.083506462,-4.451731902,Stromal cell_Ankfy1 high(Fetal_Lung)   
8676,X19.157,4.616643778,-4.607892106,Stromal cell_Ankfy1 high(Fetal_Lung)   
8677,X10.156,5.625356436,-4.785097974,Stromal cell_Ptn high(Fetal_Lung)   
8678,X23.159,5.807650831,-4.74764861,Smooth muscle cell(Fetal_Lung)   
8679,X26.166,5.71736111,-4.746851531,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8680,X26.170,5.517290601,-4.688117244,Enterocyte progenitor(Fetal_Intestine)    
8681,X11.156,5.522502749,-4.791307142,Stromal cell_Ptn high(Fetal_Lung)   
8682,X12.156,5.550082949,-3.987851342,Stromal cell_Ptn high(Fetal_Lung)   
8683,X13.156,4.976131793,-4.25710814,Stromal cell_Ptn high(Fetal_Lung)   
8684,X42.156,5.171770274,-4.118423018,Stromal cell_Ptn high(Fetal_Lung)   
8685,X49.158,5.470316662,-4.150826477,Epithelial cell_Sftpc high(Fetal_Lung)   
8686,X14.156,5.525283292,-4.233767597,Stromal cell_Ptn high(Fetal_Lung)   
8687,X29.170,5.632528334,-4.211444188,Enterocyte progenitor(Fetal_Intestine)    
8688,X15.156,4.784795716,-4.563456973,Stromal cell_Ptn high(Fetal_Lung)   
8689,X15.157,4.750880281,-4.644477223,Stromal cell_Ankfy1 high(Fetal_Lung)   
8690,X23.157,4.410897295,-4.424474884,Stromal cell_Ankfy1 high(Fetal_Lung)   
8691,X31.159,5.914768934,-4.450580417,Smooth muscle cell(Fetal_Lung)   
8692,X44.159,6.035455463,-4.61067595,Smooth muscle cell(Fetal_Lung)   
8693,X21.156,5.053700827,-4.226666915,Stromal cell_Ptn high(Fetal_Lung)   
8694,X0.158,4.95179315,-4.507647329,Stromal cell_Ankfy1 high(Fetal_Lung)   
8695,X22.156,5.155218094,-4.464971305,Stromal cell_Ptn high(Fetal_Lung)   
8696,X29.159,5.478054465,-4.536130589,Smooth muscle cell(Fetal_Lung)   
8697,X47.157,5.073083801,-4.101760836,Stromal cell_Ankfy1 high(Fetal_Lung)   
8698,X40.170,5.144103918,-4.151469649,Enterocyte progenitor(Fetal_Intestine)    
8699,X25.156,4.217788467,-4.805245697,Stromal cell_Ptn high(Fetal_Lung)   
8700,X31.157,4.237870192,-4.380416693,Stromal cell_Ankfy1 high(Fetal_Lung)   
8701,X3.157,5.079234713,-4.404919474,Stromal cell_Ankfy1 high(Fetal_Lung)   
8702,X22.170,5.892799005,-4.180960885,Enterocyte progenitor(Fetal_Intestine)    
8703,X36.156,4.604096678,-4.283922481,Stromal cell_Ptn high(Fetal_Lung)   
8704,X32.156,4.567554639,-4.519583393,Stromal cell_Ptn high(Fetal_Lung)   
8705,X27.157,4.607458093,-4.595573503,Stromal cell_Ankfy1 high(Fetal_Lung)   
8706,X32.165,4.539117559,-4.369570795,Neuronal cell_Fabp7 high(Fetal_Intestine)   
8707,X46.156,5.32468528,-3.900775079,Stromal cell_Ptn high(Fetal_Lung)   
8708,X34.156,4.576903937,-4.421515764,Stromal cell_Ptn high(Fetal_Lung)   
8709,X1.166,4.731738277,-4.500478225,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8710,X48.157,5.044396553,-4.436469466,Stromal cell_Ankfy1 high(Fetal_Lung)   
8711,X35.156,5.42406163,-4.501069815,Stromal cell_Ptn high(Fetal_Lung)   
8712,X44.170,5.245407377,-4.418129261,Enterocyte progenitor(Fetal_Intestine)    
8713,X29.185,4.648153923,-4.340867191,Muscle(Embryonic-Mesenchyme)     
8714,X38.156,4.719550063,-4.52369457,Stromal cell_Ptn high(Fetal_Lung)   
8715,X5.157,4.730079865,-4.463827405,Stromal cell_Ankfy1 high(Fetal_Lung)   
8716,X43.156,5.019490506,-4.288907348,Stromal cell_Ptn high(Fetal_Lung)   
8717,X44.156,5.267508753,-4.63498176,Stromal cell_Ptn high(Fetal_Lung)   
8718,X9.159,5.585999559,-4.703497837,Smooth muscle cell(Fetal_Lung)   
8719,X24.164,5.276267718,-3.937674623,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
8720,X47.156,4.71906457,-4.326404423,Stromal cell_Ptn high(Fetal_Lung)   
8721,X12.157,4.830668808,-4.583823143,Stromal cell_Ankfy1 high(Fetal_Lung)   
8722,X2.157,4.875460024,-4.703026173,Stromal cell_Ankfy1 high(Fetal_Lung)   
8723,X36.165,4.049356685,-4.415838328,Neuronal cell_Fabp7 high(Fetal_Intestine)   
8724,X9.157,6.201671906,-4.739895759,Stromal cell_Ankfy1 high(Fetal_Lung)   
8725,X17.166,6.401684746,-4.841486487,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8726,X40.166,5.578325356,-4.781611127,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8727,X11.157,4.868838832,-4.565438345,Stromal cell_Ankfy1 high(Fetal_Lung)   
8728,X13.157,4.590266971,-4.527950201,Stromal cell_Ankfy1 high(Fetal_Lung)   
8729,X16.157,4.568302589,-4.601567705,Stromal cell_Ankfy1 high(Fetal_Lung)   
8730,X8.166,4.492090116,-4.480229477,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8731,X30.170,4.408746368,-4.455204613,Enterocyte progenitor(Fetal_Intestine)    
8732,X20.157,4.749459683,-4.570719971,Stromal cell_Ankfy1 high(Fetal_Lung)   
8733,X22.157,4.489138186,-4.5808654,Stromal cell_Ankfy1 high(Fetal_Lung)   
8734,X26.157,4.136556223,-5.166805178,Stromal cell_Ankfy1 high(Fetal_Lung)   
8735,X30.158,4.209191592,-5.403647758,Epithelial cell_Sftpc high(Fetal_Lung)   
8736,X37.158,4.211051512,-5.539033281,Epithelial cell_Sftpc high(Fetal_Lung)   
8737,X29.157,4.434418864,-4.776922697,Stromal cell_Ankfy1 high(Fetal_Lung)   
8738,X36.158,4.33037688,-5.453678686,Epithelial cell_Sftpc high(Fetal_Lung)   
8739,X18.159,4.708718577,-4.375829236,Smooth muscle cell(Fetal_Lung)   
8740,X6.158,3.994159956,-5.282693665,Epithelial cell_Sftpc high(Fetal_Lung)   
8741,X30.157,4.128173075,-5.348655371,Stromal cell_Ankfy1 high(Fetal_Lung)   
8742,X31.158,4.183121138,-5.40877857,Epithelial cell_Sftpc high(Fetal_Lung)   
8743,X33.158,4.20815659,-5.142332637,Epithelial cell_Sftpc high(Fetal_Lung)   
8744,X5.165,4.354867556,-4.366299685,Neuronal cell_Fabp7 high(Fetal_Intestine)   
8745,X41.185,4.22177325,-4.489144499,Muscle(Embryonic-Mesenchyme)     
8746,X26.165,4.518223533,-4.403564325,Neuronal cell_Fabp7 high(Fetal_Intestine)   
8747,X0.171,4.708958217,-4.712523739,Enterocyte progenitor(Fetal_Intestine)    
8748,X42.157,4.990821501,-4.601827028,Stromal cell_Ankfy1 high(Fetal_Lung)   
8749,X46.157,4.643323764,-4.616747489,Stromal cell_Ankfy1 high(Fetal_Lung)   
8750,X16.166,5.028037531,-4.697968394,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8751,X30.185,4.79030869,-4.572450382,Muscle(Embryonic-Mesenchyme)     
8752,X8.159,4.952326208,-4.382478943,Smooth muscle cell(Fetal_Lung)   
8753,X5.158,4.032201188,-5.537914745,Epithelial cell_Sftpc high(Fetal_Lung)   
8754,X0.159,3.680013482,-5.084487442,Epithelial cell_Sftpc high(Fetal_Lung)   
8755,X10.158,3.675226882,-5.069824303,Epithelial cell_Sftpc high(Fetal_Lung)   
8756,X45.180,3.308286067,-4.714437377,ES_Nedd4_high(Embryonic-Stem-Cell)     
8757,X14.181,3.265076634,-4.815468972,ES_Rps28_high(Embryonic-Stem-Cell)     
8758,X32.158,3.739092482,-5.49506291,Epithelial cell_Sftpc high(Fetal_Lung)   
8759,X3.158,4.112747744,-5.606097453,Epithelial cell_Sftpc high(Fetal_Lung)   
8760,X11.158,4.212725889,-5.564689682,Epithelial cell_Sftpc high(Fetal_Lung)   
8761,X19.158,4.155488632,-5.541895361,Epithelial cell_Sftpc high(Fetal_Lung)   
8762,X4.158,4.143382876,-5.346400319,Epithelial cell_Sftpc high(Fetal_Lung)   
8763,X16.181,3.275296174,-4.85056858,ES_Rps28_high(Embryonic-Stem-Cell)     
8764,X27.158,3.370471523,-5.387965866,Epithelial cell_Sftpc high(Fetal_Lung)   
8765,X48.158,3.577398118,-5.118666266,Epithelial cell_Sftpc high(Fetal_Lung)   
8766,X9.158,4.40712703,-5.694581345,Epithelial cell_Sftpc high(Fetal_Lung)   
8767,X8.158,4.38037871,-5.721690139,Epithelial cell_Sftpc high(Fetal_Lung)   
8768,X45.158,4.351549844,-5.601863115,Epithelial cell_Sftpc high(Fetal_Lung)   
8769,X16.165,3.80097882,-4.764689347,Neuronal cell_Fabp7 high(Fetal_Intestine)   
8770,X28.179,3.1485563,-4.888069742,ES_Actb_high(Embryonic-Stem-Cell)     
8771,X18.158,4.201023062,-5.534761176,Epithelial cell_Sftpc high(Fetal_Lung)   
8772,X14.158,4.450237527,-5.762768056,Epithelial cell_Sftpc high(Fetal_Lung)   
8773,X17.158,4.442544294,-5.765364789,Epithelial cell_Sftpc high(Fetal_Lung)   
8774,X28.158,4.453059847,-5.771884649,Epithelial cell_Sftpc high(Fetal_Lung)   
8775,X20.158,3.791789505,-4.948444862,Epithelial cell_Sftpc high(Fetal_Lung)   
8776,X23.165,3.893119122,-4.516621775,Neuronal cell_Fabp7 high(Fetal_Intestine)   
8777,X21.158,4.094759016,-5.452910222,Epithelial cell_Sftpc high(Fetal_Lung)   
8778,X23.185,4.109875678,-4.699915746,Muscle(Embryonic-Mesenchyme)     
8779,X45.185,4.351683835,-4.497249982,Muscle(Embryonic-Mesenchyme)     
8780,X25.158,3.819359373,-5.343567647,Epithelial cell_Sftpc high(Fetal_Lung)   
8781,X38.181,3.146528808,-5.177142136,ES_Rps28_high(Embryonic-Stem-Cell)     
8782,X42.159,4.530302856,-4.69412725,Smooth muscle cell(Fetal_Lung)   
8783,X35.158,4.245231863,-5.54658642,Epithelial cell_Sftpc high(Fetal_Lung)   
8784,X39.158,4.090278074,-5.559690956,Epithelial cell_Sftpc high(Fetal_Lung)   
8785,X40.158,4.342953284,-5.57864415,Epithelial cell_Sftpc high(Fetal_Lung)   
8786,X46.158,3.840203383,-5.264307789,Epithelial cell_Sftpc high(Fetal_Lung)   
8787,X48.181,3.349881904,-4.915606436,ES_Rps28_high(Embryonic-Stem-Cell)     
8788,X2.159,5.743779291,-4.627700635,Smooth muscle cell(Fetal_Lung)   
8789,X0.160,5.714182281,-4.589066864,Smooth muscle cell(Fetal_Lung)   
8790,X30.159,5.991441283,-4.678473422,Smooth muscle cell(Fetal_Lung)   
8791,X27.159,6.977415848,-5.178309005,Smooth muscle cell(Fetal_Lung)   
8792,X47.159,6.967098844,-5.178637848,Smooth muscle cell(Fetal_Lung)   
8793,X17.167,7.059900277,-5.251390595,Enteric muscle cell(Fetal_Intestine)   
8794,X13.159,6.664858756,-4.923652163,Smooth muscle cell(Fetal_Lung)   
8795,X5.159,6.691310338,-4.981425765,Smooth muscle cell(Fetal_Lung)   
8796,X21.167,6.687400673,-4.962155616,Enteric muscle cell(Fetal_Intestine)   
8797,X32.167,6.718095321,-4.995786326,Enteric muscle cell(Fetal_Intestine)   
8798,X6.159,5.423463358,-4.41234279,Smooth muscle cell(Fetal_Lung)   
8799,X2.166,5.380737856,-4.468253222,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8800,X28.159,6.888642591,-5.107392927,Smooth muscle cell(Fetal_Lung)   
8801,X33.159,5.887336463,-4.713981875,Smooth muscle cell(Fetal_Lung)   
8802,X10.170,5.888743873,-4.593117131,Enterocyte progenitor(Fetal_Intestine)    
8803,X26.184,5.844125066,-4.752834536,Stromal cell_Cxcl12 high(Embryonic-Mesenchyme)   
8804,X24.159,5.174545356,-4.508213626,Smooth muscle cell(Fetal_Lung)   
8805,X29.166,6.36325504,-4.805971063,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8806,X0.168,6.654958645,-4.953986571,Enteric muscle cell(Fetal_Intestine)   
8807,X9.167,6.624348914,-4.912634304,Enteric muscle cell(Fetal_Intestine)   
8808,X27.167,6.893521092,-5.118422384,Enteric muscle cell(Fetal_Intestine)   
8809,X14.159,6.790210854,-5.043948664,Smooth muscle cell(Fetal_Lung)   
8810,X33.167,6.761008363,-5.034342954,Enteric muscle cell(Fetal_Intestine)   
8811,X15.159,5.303852405,-4.498532179,Smooth muscle cell(Fetal_Lung)   
8812,X19.159,6.517853762,-4.912796901,Smooth muscle cell(Fetal_Lung)   
8813,X22.159,6.151988139,-4.804029862,Smooth muscle cell(Fetal_Lung)   
8814,X32.185,4.713082521,-4.334559722,Muscle(Embryonic-Mesenchyme)     
8815,X25.166,4.812846032,-4.60171032,Stromal cell_Adamdec1 high(Fetal_Intestine)   
8816,X8.167,5.933006986,-4.620014423,Enteric muscle cell(Fetal_Intestine)   
8817,X38.164,6.132106356,-4.546567411,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
8818,X32.159,5.516544609,-4.72669564,Smooth muscle cell(Fetal_Lung)   
8819,X20.185,5.596228887,-4.747436583,Muscle(Embryonic-Mesenchyme)     
8820,X5.167,7.222791046,-5.389188629,Enteric muscle cell(Fetal_Intestine)   
8821,X19.167,7.177106348,-5.346994885,Enteric muscle cell(Fetal_Intestine)   
8822,X30.167,7.226889929,-5.389203892,Enteric muscle cell(Fetal_Intestine)   
8823,X36.159,6.886902544,-5.109302409,Smooth muscle cell(Fetal_Lung)   
8824,X39.159,5.724246156,-4.780385593,Smooth muscle cell(Fetal_Lung)   
8825,X41.159,6.272043194,-4.71923023,Smooth muscle cell(Fetal_Lung)   
8826,X2.167,6.770272096,-5.033727904,Enteric muscle cell(Fetal_Intestine)   
8827,X43.159,6.822767126,-5.073287469,Smooth muscle cell(Fetal_Lung)   
8828,X46.167,7.059816361,-5.247077801,Enteric muscle cell(Fetal_Intestine)   
8829,X45.159,4.127007861,-5.473604052,Smooth muscle cell(Fetal_Lung)   
8830,X46.159,5.446778275,-4.405789957,Smooth muscle cell(Fetal_Lung)   
8831,X31.167,7.039371243,-5.237904724,Enteric muscle cell(Fetal_Intestine)   
8832,X48.159,5.879041021,-4.689583241,Smooth muscle cell(Fetal_Lung)   
8833,X1.160,3.020480316,-2.155094415,Erythroblast_Klf1 high(Fetal-liver)    
8834,X23.160,3.061999516,-2.430093492,Erythroblast_Klf1 high(Fetal-liver)    
8835,X2.160,3.095462484,-2.312456463,Erythroblast_Klf1 high(Fetal-liver)    
8836,X4.160,3.010004661,-2.517965659,Erythroblast_Klf1 high(Fetal-liver)    
8837,X5.160,3.143722643,-2.254602274,Erythroblast_Klf1 high(Fetal-liver)    
8838,X6.160,2.997346882,-2.646272302,Erythroblast_Klf1 high(Fetal-liver)    
8839,X33.160,2.899000818,-2.436294652,Erythroblast_Klf1 high(Fetal-liver)    
8840,X39.160,3.012718136,-2.577550196,Erythroblast_Klf1 high(Fetal-liver)    
8841,X7.160,3.05238216,-2.586728238,Erythroblast_Klf1 high(Fetal-liver)    
8842,X8.160,3.142561763,-2.338242945,Erythroblast_Klf1 high(Fetal-liver)    
8843,X19.160,3.079730002,-2.481141582,Erythroblast_Klf1 high(Fetal-liver)    
8844,X20.160,3.087770659,-2.459334801,Erythroblast_Klf1 high(Fetal-liver)    
8845,X10.160,3.071323662,-2.601798463,Erythroblast_Klf1 high(Fetal-liver)    
8846,X9.160,3.113649065,-2.488240307,Erythroblast_Klf1 high(Fetal-liver)    
8847,X18.160,3.10610585,-2.416469334,Erythroblast_Klf1 high(Fetal-liver)    
8848,X11.160,3.024872914,-3.016638038,Erythroblast_Klf1 high(Fetal-liver)    
8849,X12.160,3.047652283,-2.371087111,Erythroblast_Klf1 high(Fetal-liver)    
8850,X13.160,2.949465594,-2.641528918,Erythroblast_Klf1 high(Fetal-liver)    
8851,X14.160,3.01622322,-2.450752088,Erythroblast_Klf1 high(Fetal-liver)    
8852,X15.160,3.01166906,-2.752372606,Erythroblast_Klf1 high(Fetal-liver)    
8853,X16.160,3.137777357,-2.357478793,Erythroblast_Klf1 high(Fetal-liver)    
8854,X37.160,3.159111212,-2.34956234,Erythroblast_Klf1 high(Fetal-liver)    
8855,X22.160,3.107728868,-2.353555534,Erythroblast_Klf1 high(Fetal-liver)    
8856,X26.160,3.016757286,-2.605100067,Erythroblast_Klf1 high(Fetal-liver)    
8857,X27.160,2.98866969,-3.041794576,Erythroblast_Klf1 high(Fetal-liver)    
8858,X28.160,3.029623988,-2.439828249,Erythroblast_Klf1 high(Fetal-liver)    
8859,X29.160,2.949886956,-2.496131917,Erythroblast_Klf1 high(Fetal-liver)    
8860,X35.160,3.075959707,-2.743860774,Erythroblast_Klf1 high(Fetal-liver)    
8861,X36.160,2.963457289,-2.6009246,Erythroblast_Klf1 high(Fetal-liver)    
8862,X38.160,3.041511521,-2.516538103,Erythroblast_Klf1 high(Fetal-liver)    
8863,X49.160,3.019579863,-2.420276852,Erythroblast_Klf1 high(Fetal-liver)    
8864,X40.160,3.132498617,-2.297381826,Erythroblast_Klf1 high(Fetal-liver)    
8865,X41.160,3.194117033,-2.166168937,Erythroblast_Klf1 high(Fetal-liver)    
8866,X42.160,3.079563483,-2.566126679,Erythroblast_Klf1 high(Fetal-liver)    
8867,X43.160,3.171086664,-2.388899939,Erythroblast_Klf1 high(Fetal-liver)    
8868,X44.160,3.122963614,-2.253740329,Erythroblast_Klf1 high(Fetal-liver)    
8869,X45.160,3.05639533,-2.469666102,Erythroblast_Klf1 high(Fetal-liver)    
8870,X46.160,2.952676888,-2.706625909,Erythroblast_Klf1 high(Fetal-liver)    
8871,X47.160,3.048489671,-2.532033919,Erythroblast_Klf1 high(Fetal-liver)    
8872,X3.161,2.291269201,-0.764955738,Stem and progenitor cell(Fetal-liver)  
8873,X0.162,2.406695071,-0.774534932,Stem and progenitor cell(Fetal-liver)  
8874,X19.161,2.373895985,-0.626686949,Stem and progenitor cell(Fetal-liver)  
8875,X24.161,2.395757036,-0.455648361,Stem and progenitor cell(Fetal-liver)  
8876,X33.161,2.468727715,-0.948852362,Stem and progenitor cell(Fetal-liver)  
8877,X48.193,2.542645184,-1.117467484,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)   
8878,X1.161,2.318854287,-0.612409753,Stem and progenitor cell(Fetal-liver)  
